Date	JulianDay	Day	Month	Year	Hour_EST	Buzz_Type	site	autovar	forR	Sum_R
6/3/2015	65	6	3	2015	2	0	3	2922	1	0
6/3/2015	65	6	3	2015	3	1	3	2923	1	101
6/3/2015	65	6	3	2015	4	0	3	2924	1	0
6/3/2015	65	6	3	2015	5	1	3	2925	1	248
6/3/2015	65	6	3	2015	6	0	3	2926	1	0
6/3/2015	65	6	3	2015	7	0	3	2927	1	0
6/3/2015	65	6	3	2015	8	0	3	2928	1	0
6/3/2015	65	6	3	2015	9	0	3	2929	1	0
6/3/2015	65	6	3	2015	11	1	3	2931	1	46
6/3/2015	65	6	3	2015	12	0	3	2932	1	0
6/3/2015	65	6	3	2015	16	1	3	2936	1	29
6/3/2015	65	6	3	2015	18	0	3	2938	1	0
6/3/2015	65	6	3	2015	20	1	3	2940	1	85
7/3/2015	66	7	3	2015	0	0	3	2944	1	0
7/3/2015	66	7	3	2015	3	1	3	2947	1	213
7/3/2015	66	7	3	2015	5	0	3	2949	1	0
7/3/2015	66	7	3	2015	6	0	3	2950	1	0
7/3/2015	66	7	3	2015	7	0	3	2951	1	0
7/3/2015	66	7	3	2015	8	0	3	2952	1	0
7/3/2015	66	7	3	2015	17	0	3	2961	1	0
7/3/2015	66	7	3	2015	20	1	3	2964	1	18
7/3/2015	66	7	3	2015	21	1	3	2965	1	111
8/3/2015	67	8	3	2015	1	1	3	2969	1	258
8/3/2015	67	8	3	2015	3	0	3	2971	1	0
8/3/2015	67	8	3	2015	4	1	3	2972	1	789
8/3/2015	67	8	3	2015	7	0	3	2975	1	0
8/3/2015	67	8	3	2015	8	1	3	2976	1	1
8/3/2015	67	8	3	2015	9	1	3	2977	1	5
8/3/2015	67	8	3	2015	10	0	3	2978	1	0
8/3/2015	67	8	3	2015	12	1	3	2980	1	16
8/3/2015	67	8	3	2015	13	1	3	2981	1	56
8/3/2015	67	8	3	2015	14	0	3	2982	1	0
8/3/2015	67	8	3	2015	16	0	3	2984	1	0
8/3/2015	67	8	3	2015	18	0	3	2986	1	0
8/3/2015	67	8	3	2015	19	0	3	2987	1	0
8/3/2015	67	8	3	2015	20	1	3	2988	1	171
9/3/2015	68	9	3	2015	5	0	3	2997	1	0
9/3/2015	68	9	3	2015	7	0	3	2999	1	0
9/3/2015	68	9	3	2015	8	0	3	3000	1	0
9/3/2015	68	9	3	2015	9	1	3	3001	1	8
9/3/2015	68	9	3	2015	10	0	3	3002	1	0
9/3/2015	68	9	3	2015	14	0	3	3006	1	0
9/3/2015	68	9	3	2015	15	0	3	3007	1	0
9/3/2015	68	9	3	2015	16	0	3	3008	1	0
9/3/2015	68	9	3	2015	17	0	3	3009	1	0
9/3/2015	68	9	3	2015	18	1	3	3010	1	113
9/3/2015	68	9	3	2015	19	0	3	3011	1	0
9/3/2015	68	9	3	2015	21	0	3	3013	1	0
9/3/2015	68	9	3	2015	22	0	3	3014	1	0
10/3/2015	69	10	3	2015	6	0	3	3022	1	0
10/3/2015	69	10	3	2015	7	0	3	3023	1	0
10/3/2015	69	10	3	2015	8	1	3	3024	1	4
10/3/2015	69	10	3	2015	10	0	3	3026	1	0
10/3/2015	69	10	3	2015	11	0	3	3027	1	0
10/3/2015	69	10	3	2015	13	1	3	3029	1	117
10/3/2015	69	10	3	2015	14	1	3	3030	1	11
10/3/2015	69	10	3	2015	15	0	3	3031	1	0
10/3/2015	69	10	3	2015	16	0	3	3032	1	0
10/3/2015	69	10	3	2015	17	1	3	3033	1	9
10/3/2015	69	10	3	2015	19	1	3	3035	1	59
10/3/2015	69	10	3	2015	20	1	3	3036	1	40
10/3/2015	69	10	3	2015	21	0	3	3037	1	0
10/3/2015	69	10	3	2015	22	0	3	3038	1	0
10/3/2015	69	10	3	2015	23	1	3	3039	1	16
11/3/2015	70	11	3	2015	0	1	3	3040	1	1
11/3/2015	70	11	3	2015	1	0	3	3041	1	0
11/3/2015	70	11	3	2015	4	0	3	3044	1	0
11/3/2015	70	11	3	2015	5	1	3	3045	1	63
11/3/2015	70	11	3	2015	8	0	3	3048	1	0
11/3/2015	70	11	3	2015	9	1	3	3049	1	7
11/3/2015	70	11	3	2015	10	1	3	3050	1	134
11/3/2015	70	11	3	2015	11	1	3	3051	1	9
11/3/2015	70	11	3	2015	12	0	3	3052	1	0
11/3/2015	70	11	3	2015	14	0	3	3054	1	0
11/3/2015	70	11	3	2015	15	0	3	3055	1	0
11/3/2015	70	11	3	2015	16	0	3	3056	1	0
11/3/2015	70	11	3	2015	17	1	3	3057	1	6
11/3/2015	70	11	3	2015	18	0	3	3058	1	0
11/3/2015	70	11	3	2015	22	1	3	3062	1	137
12/3/2015	71	12	3	2015	4	1	3	3068	1	225
12/3/2015	71	12	3	2015	5	1	3	3069	1	147
12/3/2015	71	12	3	2015	6	1	3	3070	1	10
12/3/2015	71	12	3	2015	7	1	3	3071	1	10
12/3/2015	71	12	3	2015	8	1	3	3072	1	11
12/3/2015	71	12	3	2015	9	0	3	3073	1	0
12/3/2015	71	12	3	2015	10	0	3	3074	1	0
12/3/2015	71	12	3	2015	13	0	3	3077	1	0
12/3/2015	71	12	3	2015	14	1	3	3078	1	1
12/3/2015	71	12	3	2015	15	1	3	3079	1	26
12/3/2015	71	12	3	2015	16	1	3	3080	1	42
12/3/2015	71	12	3	2015	17	1	3	3081	1	170
12/3/2015	71	12	3	2015	18	1	3	3082	1	9
12/3/2015	71	12	3	2015	19	1	3	3083	1	212
13/03/2015	72	13	3	2015	6	0	3	3094	1	0
13/03/2015	72	13	3	2015	8	0	3	3096	1	0
13/03/2015	72	13	3	2015	9	0	3	3097	1	0
13/03/2015	72	13	3	2015	11	0	3	3099	1	0
13/03/2015	72	13	3	2015	15	0	3	3103	1	0
13/03/2015	72	13	3	2015	16	0	3	3104	1	0
13/03/2015	72	13	3	2015	17	0	3	3105	1	0
13/03/2015	72	13	3	2015	20	0	3	3108	1	0
13/03/2015	72	13	3	2015	21	1	3	3109	1	898
14/03/2015	73	14	3	2015	2	0	3	3114	1	0
14/03/2015	73	14	3	2015	4	0	3	3116	1	0
14/03/2015	73	14	3	2015	6	0	3	3118	1	0
14/03/2015	73	14	3	2015	9	0	3	3121	1	0
14/03/2015	73	14	3	2015	11	0	3	3123	1	0
14/03/2015	73	14	3	2015	12	0	3	3124	1	0
14/03/2015	73	14	3	2015	14	0	3	3126	1	0
14/03/2015	73	14	3	2015	15	0	3	3127	1	0
14/03/2015	73	14	3	2015	17	1	3	3129	1	11
14/03/2015	73	14	3	2015	20	1	3	3132	1	63
14/03/2015	73	14	3	2015	21	1	3	3133	1	64
14/03/2015	73	14	3	2015	23	0	3	3135	1	0
15/03/2015	74	15	3	2015	0	1	3	3136	1	79
15/03/2015	74	15	3	2015	1	1	3	3137	1	139
15/03/2015	74	15	3	2015	4	0	3	3140	1	0
15/03/2015	74	15	3	2015	7	0	3	3143	1	0
15/03/2015	74	15	3	2015	8	0	3	3144	1	0
15/03/2015	74	15	3	2015	10	0	3	3146	1	0
15/03/2015	74	15	3	2015	16	1	3	3152	1	22
15/03/2015	74	15	3	2015	18	0	3	3154	1	0
15/03/2015	74	15	3	2015	19	0	3	3155	1	0
15/03/2015	74	15	3	2015	22	1	3	3158	1	21
16/03/2015	75	16	3	2015	0	1	3	3160	1	114
16/03/2015	75	16	3	2015	1	1	3	3161	1	416
16/03/2015	75	16	3	2015	4	1	3	3164	1	86
16/03/2015	75	16	3	2015	5	0	3	3165	1	0
16/03/2015	75	16	3	2015	7	0	3	3167	1	0
16/03/2015	75	16	3	2015	9	0	3	3169	1	0
16/03/2015	75	16	3	2015	17	0	3	3177	1	0
16/03/2015	75	16	3	2015	19	0	3	3179	1	0
16/03/2015	75	16	3	2015	20	0	3	3180	1	0
16/03/2015	75	16	3	2015	23	0	3	3183	1	0
17/03/2015	76	17	3	2015	0	0	3	3184	1	0
17/03/2015	76	17	3	2015	2	1	3	3186	1	41
17/03/2015	76	17	3	2015	3	1	3	3187	1	106
17/03/2015	76	17	3	2015	7	0	3	3191	1	0
17/03/2015	76	17	3	2015	8	0	3	3192	1	0
17/03/2015	76	17	3	2015	9	1	3	3193	1	8
17/03/2015	76	17	3	2015	13	0	3	3197	1	0
17/03/2015	76	17	3	2015	15	0	3	3199	1	0
17/03/2015	76	17	3	2015	18	0	3	3202	1	0
17/03/2015	76	17	3	2015	19	1	3	3203	1	41
17/03/2015	76	17	3	2015	20	0	3	3204	1	0
17/03/2015	76	17	3	2015	21	1	3	3205	1	372
17/03/2015	76	17	3	2015	22	1	3	3206	1	99
17/03/2015	76	17	3	2015	23	0	3	3207	1	0
18/03/2015	77	18	3	2015	0	1	3	3208	1	5
18/03/2015	77	18	3	2015	1	1	3	3209	1	80
18/03/2015	77	18	3	2015	2	1	3	3210	1	21
18/03/2015	77	18	3	2015	4	1	3	3212	1	22
18/03/2015	77	18	3	2015	5	1	3	3213	1	658
18/03/2015	77	18	3	2015	6	0	3	3214	1	0
18/03/2015	77	18	3	2015	7	1	3	3215	1	297
18/03/2015	77	18	3	2015	8	1	3	3216	1	18
18/03/2015	77	18	3	2015	9	0	3	3217	1	0
18/03/2015	77	18	3	2015	10	0	3	3218	1	0
18/03/2015	77	18	3	2015	11	0	3	3219	1	0
18/03/2015	77	18	3	2015	12	0	3	3220	1	0
18/03/2015	77	18	3	2015	14	0	3	3222	1	0
18/03/2015	77	18	3	2015	15	1	3	3223	1	9
18/03/2015	77	18	3	2015	21	0	3	3229	1	0
18/03/2015	77	18	3	2015	23	1	3	3231	1	27
19/03/2015	78	19	3	2015	0	1	3	3232	1	110
19/03/2015	78	19	3	2015	2	0	3	3234	1	0
19/03/2015	78	19	3	2015	6	0	3	3238	1	0
19/03/2015	78	19	3	2015	9	0	3	3241	1	0
19/03/2015	78	19	3	2015	10	1	3	3242	1	25
19/03/2015	78	19	3	2015	11	0	3	3243	1	0
19/03/2015	78	19	3	2015	12	0	3	3244	1	0
19/03/2015	78	19	3	2015	13	0	3	3245	1	0
19/03/2015	78	19	3	2015	14	0	3	3246	1	0
19/03/2015	78	19	3	2015	15	0	3	3247	1	0
19/03/2015	78	19	3	2015	16	1	3	3248	1	94
19/03/2015	78	19	3	2015	17	0	3	3249	1	0
19/03/2015	78	19	3	2015	18	0	3	3250	1	0
19/03/2015	78	19	3	2015	20	1	3	3252	1	85
19/03/2015	78	19	3	2015	21	1	3	3253	1	168
19/03/2015	78	19	3	2015	23	0	3	3255	1	0
20/03/2015	79	20	3	2015	1	0	3	3257	1	0
20/03/2015	79	20	3	2015	3	0	3	3259	1	0
20/03/2015	79	20	3	2015	4	1	3	3260	1	6
20/03/2015	79	20	3	2015	9	1	3	3265	1	74
20/03/2015	79	20	3	2015	10	0	3	3266	1	0
20/03/2015	79	20	3	2015	13	0	3	3269	1	0
20/03/2015	79	20	3	2015	14	1	3	3270	1	14
20/03/2015	79	20	3	2015	15	1	3	3271	1	49
20/03/2015	79	20	3	2015	20	1	3	3276	1	82
20/03/2015	79	20	3	2015	21	0	3	3277	1	0
20/03/2015	79	20	3	2015	22	1	3	3278	1	23
20/03/2015	79	20	3	2015	23	1	3	3279	1	299
21/03/2015	80	21	3	2015	0	1	3	3280	1	15
21/03/2015	80	21	3	2015	1	1	3	3281	1	173
21/03/2015	80	21	3	2015	2	1	3	3282	1	1210
21/03/2015	80	21	3	2015	3	1	3	3283	1	178
21/03/2015	80	21	3	2015	4	1	3	3284	1	10
21/03/2015	80	21	3	2015	5	1	3	3285	1	822
21/03/2015	80	21	3	2015	7	0	3	3287	1	0
21/03/2015	80	21	3	2015	8	1	3	3288	1	18
21/03/2015	80	21	3	2015	10	1	3	3290	1	74
21/03/2015	80	21	3	2015	12	0	3	3292	1	0
21/03/2015	80	21	3	2015	15	0	3	3295	1	0
21/03/2015	80	21	3	2015	16	0	3	3296	1	0
21/03/2015	80	21	3	2015	17	0	3	3297	1	0
21/03/2015	80	21	3	2015	18	0	3	3298	1	0
21/03/2015	80	21	3	2015	19	0	3	3299	1	0
21/03/2015	80	21	3	2015	20	1	3	3300	1	36
21/03/2015	80	21	3	2015	22	0	3	3302	1	0
22/03/2015	81	22	3	2015	4	0	3	3308	1	0
22/03/2015	81	22	3	2015	5	1	3	3309	1	474
22/03/2015	81	22	3	2015	6	0	3	3310	1	0
22/03/2015	81	22	3	2015	7	0	3	3311	1	0
22/03/2015	81	22	3	2015	17	1	3	3321	1	9
22/03/2015	81	22	3	2015	19	0	3	3323	1	0
23/03/2015	82	23	3	2015	2	0	3	3330	1	0
23/03/2015	82	23	3	2015	3	0	3	3331	1	0
23/03/2015	82	23	3	2015	5	0	3	3333	1	0
23/03/2015	82	23	3	2015	9	0	3	3337	1	0
23/03/2015	82	23	3	2015	11	0	3	3339	1	0
23/03/2015	82	23	3	2015	12	0	3	3340	1	0
23/03/2015	82	23	3	2015	15	1	3	3343	1	22
23/03/2015	82	23	3	2015	16	0	3	3344	1	0
23/03/2015	82	23	3	2015	18	1	3	3346	1	71
23/03/2015	82	23	3	2015	20	1	3	3348	1	70
24/03/2015	83	24	3	2015	0	1	3	3352	1	302
24/03/2015	83	24	3	2015	1	1	3	3353	1	44
24/03/2015	83	24	3	2015	2	1	3	3354	1	379
24/03/2015	83	24	3	2015	13	0	3	3365	1	0
24/03/2015	83	24	3	2015	14	1	3	3366	1	11
24/03/2015	83	24	3	2015	16	0	3	3368	1	0
24/03/2015	83	24	3	2015	19	0	3	3371	1	0
24/03/2015	83	24	3	2015	20	0	3	3372	1	0
24/03/2015	83	24	3	2015	23	1	3	3375	1	32
25/03/2015	84	25	3	2015	2	1	3	3378	1	7
25/03/2015	84	25	3	2015	3	0	3	3379	1	0
25/03/2015	84	25	3	2015	5	1	3	3381	1	61
25/03/2015	84	25	3	2015	11	1	3	3387	1	14
25/03/2015	84	25	3	2015	15	1	3	3391	1	19
25/03/2015	84	25	3	2015	18	1	3	3394	1	30
25/03/2015	84	25	3	2015	19	0	3	3395	1	0
25/03/2015	84	25	3	2015	20	1	3	3396	1	136
25/03/2015	84	25	3	2015	23	1	3	3399	1	108
26/03/2015	85	26	3	2015	5	1	3	3405	1	37
26/03/2015	85	26	3	2015	6	1	3	3406	1	16
26/03/2015	85	26	3	2015	12	0	3	3412	1	0
26/03/2015	85	26	3	2015	16	1	3	3416	1	344
26/03/2015	85	26	3	2015	18	0	3	3418	1	0
27/03/2015	86	27	3	2015	0	1	3	3424	1	38
27/03/2015	86	27	3	2015	1	1	3	3425	1	83
27/03/2015	86	27	3	2015	2	0	3	3426	1	0
27/03/2015	86	27	3	2015	3	0	3	3427	1	0
27/03/2015	86	27	3	2015	5	1	3	3429	1	24
27/03/2015	86	27	3	2015	6	1	3	3430	1	29
27/03/2015	86	27	3	2015	7	0	3	3431	1	0
27/03/2015	86	27	3	2015	11	0	3	3435	1	0
27/03/2015	86	27	3	2015	12	0	3	3436	1	0
27/03/2015	86	27	3	2015	13	1	3	3437	1	72
27/03/2015	86	27	3	2015	16	0	3	3440	1	0
27/03/2015	86	27	3	2015	17	1	3	3441	1	19
27/03/2015	86	27	3	2015	19	1	3	3443	1	94
27/03/2015	86	27	3	2015	22	1	3	3446	1	16
28/03/2015	87	28	3	2015	0	1	3	3448	1	90
28/03/2015	87	28	3	2015	1	1	3	3449	1	16
28/03/2015	87	28	3	2015	6	0	3	3454	1	0
28/03/2015	87	28	3	2015	8	0	3	3456	1	0
29/03/2015	88	29	3	2015	2	0	3	3474	1	0
29/03/2015	88	29	3	2015	3	1	3	3475	1	135
29/03/2015	88	29	3	2015	4	0	3	3476	1	0
29/03/2015	88	29	3	2015	5	0	3	3477	1	0
29/03/2015	88	29	3	2015	6	1	3	3478	1	10
29/03/2015	88	29	3	2015	10	0	3	3482	1	0
29/03/2015	88	29	3	2015	17	0	3	3489	1	0
29/03/2015	88	29	3	2015	18	1	3	3490	1	8
30/03/2015	89	30	3	2015	19	1	3	3515	1	15
31/03/2015	90	31	3	2015	10	0	3	3530	1	0
31/03/2015	90	31	3	2015	20	1	3	3540	1	6
1/4/2015	91	1	4	2015	0	1	3	3544	1	146
1/4/2015	91	1	4	2015	1	1	3	3545	1	20
1/4/2015	91	1	4	2015	6	0	3	3550	1	0
1/4/2015	91	1	4	2015	18	0	3	3562	1	0
1/4/2015	91	1	4	2015	19	0	3	3563	1	0
2/4/2015	92	2	4	2015	1	1	3	3569	1	94
2/4/2015	92	2	4	2015	2	0	3	3570	1	0
2/4/2015	92	2	4	2015	12	0	3	3580	1	0
2/4/2015	92	2	4	2015	14	0	3	3582	1	0
2/4/2015	92	2	4	2015	15	1	3	3583	1	104
2/4/2015	92	2	4	2015	16	0	3	3584	1	0
2/4/2015	92	2	4	2015	17	0	3	3585	1	0
2/4/2015	92	2	4	2015	18	0	3	3586	1	0
2/4/2015	92	2	4	2015	20	0	3	3588	1	0
2/4/2015	92	2	4	2015	22	1	3	3590	1	11
2/4/2015	92	2	4	2015	23	1	3	3591	1	6
3/4/2015	93	3	4	2015	3	0	3	3595	1	0
3/4/2015	93	3	4	2015	6	0	3	3598	1	0
3/4/2015	93	3	4	2015	10	1	3	3602	1	12
3/4/2015	93	3	4	2015	12	1	3	3604	1	5
4/4/2015	94	4	4	2015	3	1	3	3619	1	6
4/4/2015	94	4	4	2015	17	1	3	3633	1	4
5/4/2015	95	5	4	2015	22	0	3	3662	1	0
6/4/2015	96	6	4	2015	3	1	3	3667	1	15
6/4/2015	96	6	4	2015	15	0	3	3679	1	0
6/4/2015	96	6	4	2015	20	0	3	3684	1	0
6/4/2015	96	6	4	2015	23	1	3	3687	1	6
7/4/2015	97	7	4	2015	5	0	3	3693	1	0
7/4/2015	97	7	4	2015	10	1	3	3698	1	3
8/4/2015	98	8	4	2015	8	1	3	3720	1	20
8/4/2015	98	8	4	2015	11	1	3	3723	1	716
8/4/2015	98	8	4	2015	14	0	3	3726	1	0
9/4/2015	99	9	4	2015	6	1	3	3742	1	24
9/4/2015	99	9	4	2015	14	0	3	3750	1	0
9/4/2015	99	9	4	2015	16	0	3	3752	1	0
10/4/2015	100	10	4	2015	7	0	3	3767	1	0
10/4/2015	100	10	4	2015	13	0	3	3773	1	0
10/4/2015	100	10	4	2015	20	1	3	3780	1	80
10/4/2015	100	10	4	2015	21	0	3	3781	1	0
11/4/2015	101	11	4	2015	21	0	3	3805	1	0
13/04/2015	103	13	4	2015	2	0	3	3834	1	0
15/04/2015	105	15	4	2015	3	1	3	3883	1	42
15/04/2015	105	15	4	2015	19	1	3	3899	1	101
16/04/2015	106	16	4	2015	15	0	3	3919	1	0
19/04/2015	109	19	4	2015	15	0	3	3991	1	0
21/04/2015	111	21	4	2015	4	1	3	4028	1	5
22/04/2015	112	22	4	2015	21	0	3	4069	1	0
23/04/2015	113	23	4	2015	13	0	3	4085	1	0
24/04/2015	114	24	4	2015	14	1	3	4110	1	188
25/04/2015	115	25	4	2015	19	0	3	4139	1	0
29/04/2015	119	29	4	2015	0	0	3	4216	1	0
3/5/2015	123	3	5	2015	6	0	3	4318	1	0
3/5/2015	123	3	5	2015	7	1	3	4319	1	41
3/5/2015	123	3	5	2015	8	1	3	4320	1	643
3/5/2015	123	3	5	2015	9	1	3	4321	1	18
3/5/2015	123	3	5	2015	10	1	3	4322	1	204
3/5/2015	123	3	5	2015	12	1	3	4324	1	47
3/5/2015	123	3	5	2015	13	1	3	4325	1	1221
3/5/2015	123	3	5	2015	14	1	3	4326	1	29
5/5/2015	125	5	5	2015	12	0	3	4372	1	0
5/5/2015	125	5	5	2015	13	1	3	4373	1	1105
5/5/2015	125	5	5	2015	18	1	3	4378	1	917
5/5/2015	125	5	5	2015	19	1	3	4379	1	1617
5/5/2015	125	5	5	2015	22	0	3	4382	1	0
5/5/2015	125	5	5	2015	23	1	3	4383	1	279
6/5/2015	126	6	5	2015	0	1	3	4384	1	159
8/5/2015	128	8	5	2015	2	1	3	4434	1	794
11/5/2015	131	11	5	2015	18	1	3	4522	1	12
11/5/2015	131	11	5	2015	19	1	3	4523	1	304
16/05/2015	136	16	5	2015	4	1	3	4628	1	97
21/09/2015	264	21	9	2015	1	0	3	7697	1	0
14/12/2015	348	14	12	2015	21	1	3	9733	1	14
1/1/2016	1	1	1	2016	19	0	3	10163	1	0
4/1/2016	4	4	1	2016	23	0	3	10239	1	0
10/1/2016	10	10	1	2016	2	0	3	10362	1	0
11/1/2016	11	11	1	2016	0	0	3	10384	1	0
12/1/2016	12	12	1	2016	10	0	3	10418	1	0
12/1/2016	12	12	1	2016	19	1	3	10427	1	9
12/1/2016	12	12	1	2016	23	0	3	10431	1	0
13/01/2016	13	13	1	2016	21	1	3	10453	1	19
14/01/2016	14	14	1	2016	3	1	3	10459	1	91
14/01/2016	14	14	1	2016	20	1	3	10476	1	58
17/01/2016	17	17	1	2016	5	0	3	10533	1	0
23/01/2016	23	23	1	2016	16	1	3	10688	1	39
24/01/2016	24	24	1	2016	0	1	3	10696	1	145
24/01/2016	24	24	1	2016	5	1	3	10701	1	30
24/01/2016	24	24	1	2016	6	1	3	10702	1	56
24/01/2016	24	24	1	2016	18	0	3	10714	1	0
25/01/2016	25	25	1	2016	2	1	3	10722	1	5
25/01/2016	25	25	1	2016	3	0	3	10723	1	0
25/01/2016	25	25	1	2016	4	1	3	10724	1	15
25/01/2016	25	25	1	2016	5	1	3	10725	1	29
26/01/2016	26	26	1	2016	0	1	3	10744	1	213
2/2/2016	33	2	2	2016	5	1	3	10917	1	287
2/2/2016	33	2	2	2016	15	0	3	10927	1	0
8/2/2016	39	8	2	2016	13	1	3	11069	1	32
8/2/2016	39	8	2	2016	18	0	3	11074	1	0
9/2/2016	40	9	2	2016	9	0	3	11089	1	0
10/2/2016	41	10	2	2016	4	0	3	11108	1	0
12/2/2016	43	12	2	2016	6	0	3	11158	1	0
13/02/2016	44	13	2	2016	21	0	3	11197	1	0
16/02/2016	47	16	2	2016	20	1	3	11268	1	63
17/02/2016	48	17	2	2016	1	1	3	11273	1	104
17/02/2016	48	17	2	2016	5	0	3	11277	1	0
17/02/2016	48	17	2	2016	7	0	3	11279	1	0
17/02/2016	48	17	2	2016	15	1	3	11287	1	55
19/02/2016	50	19	2	2016	23	1	3	11343	1	5
20/02/2016	51	20	2	2016	3	1	3	11347	1	49
22/02/2016	53	22	2	2016	23	0	3	11415	1	0
23/02/2016	54	23	2	2016	3	0	3	11419	1	0
23/02/2016	54	23	2	2016	4	1	3	11420	1	30
24/02/2016	55	24	2	2016	4	1	3	11444	1	5
25/02/2016	56	25	2	2016	4	1	3	11468	1	114
25/02/2016	56	25	2	2016	5	1	3	11469	1	54
25/02/2016	56	25	2	2016	6	0	3	11470	1	0
26/02/2016	57	26	2	2016	19	0	3	11507	1	0
1/3/2016	61	1	3	2016	22	1	3	11606	1	228
2/3/2016	62	2	3	2016	1	0	3	11609	1	0
2/3/2016	62	2	3	2016	8	1	3	11616	1	51
4/3/2016	64	4	3	2016	19	0	3	11675	1	0
4/3/2016	64	4	3	2016	22	1	3	11678	1	73
6/3/2016	66	6	3	2016	7	0	3	11711	1	0
7/3/2016	67	7	3	2016	19	1	3	11747	1	466
7/3/2016	67	7	3	2016	20	1	3	11748	1	848
12/3/2016	72	12	3	2016	22	1	3	11870	1	67
13/03/2016	73	13	3	2016	21	1	3	11893	1	472
18/03/2016	78	18	3	2016	18	0	3	12010	1	0
19/03/2016	79	19	3	2016	19	0	3	12035	1	0
19/03/2016	79	19	3	2016	20	0	3	12036	1	0
21/03/2016	81	21	3	2016	9	0	3	12073	1	0
24/03/2016	84	24	3	2016	16	0	3	12152	1	0
25/03/2016	85	25	3	2016	1	1	3	12161	1	17
4/4/2016	95	4	4	2016	14	0	3	12414	1	0
5/4/2016	96	5	4	2016	1	0	3	12425	1	0
5/4/2016	96	5	4	2016	20	1	3	12444	1	6
6/4/2016	97	6	4	2016	17	0	3	12465	1	0
9/4/2016	100	9	4	2016	9	0	3	12529	1	0
9/4/2016	100	9	4	2016	10	1	3	12530	1	2047
9/4/2016	100	9	4	2016	11	1	3	12531	1	528
10/4/2016	101	10	4	2016	16	0	3	12560	1	0
11/4/2016	102	11	4	2016	0	1	3	12568	1	63
11/4/2016	102	11	4	2016	1	1	3	12569	1	367
19/04/2016	110	19	4	2016	2	0	3	12762	1	0
20/04/2016	111	20	4	2016	1	1	3	12785	1	562
21/04/2016	112	21	4	2016	20	1	3	12828	1	65
21/04/2016	112	21	4	2016	23	1	3	12831	1	474
22/04/2016	113	22	4	2016	10	1	3	12842	1	772
24/04/2016	115	24	4	2016	21	1	3	12901	1	9
24/04/2016	115	24	4	2016	22	1	3	12902	1	171
24/04/2016	115	24	4	2016	23	1	3	12903	1	25
15/05/2016	136	15	5	2016	2	0	3	13386	1	0
27/04/2015	117	27	4	2015	6	0	4	4174	1	0
28/04/2015	118	28	4	2015	18	1	4	4210	1	35
28/04/2015	118	28	4	2015	19	1	4	4211	1	82
1/5/2015	121	1	5	2015	2	0	4	4266	1	0
3/5/2015	123	3	5	2015	20	1	4	4332	1	15
1/10/2015	274	1	10	2015	23	1	4	7959	1	1
5/1/2016	5	5	1	2016	6	0	4	10246	1	0
11/1/2016	11	11	1	2016	5	1	4	10389	1	8
16/01/2016	16	16	1	2016	3	1	4	10507	1	30
25/01/2016	25	25	1	2016	6	0	4	10726	1	0
30/01/2016	30	30	1	2016	18	0	4	10858	1	0
14/02/2016	45	14	2	2016	23	0	4	11223	1	0
